dataset,role,text,context,relation,entity_type,db,id,name,score,matched,n_candidates,error
euadr,tail,supratentorial brain gliomas,"Prevention of early postoperative seizures in patients with primary brain tumors: preliminary experience with oxcarbazepine. Early postoperative seizures are defined as those that appear within the first week after surgery and are a well-known and feared complication in patients with supratentorial brain tumors. Few studies have investigated the value of pharmacological prophylaxis in the prevention of postoperative seizures in these patients and their outcome has not been consistent. Furthermore, the efficacy of the new generation of antiepileptic agents in the prophylaxis of perioperative seizures has not been assessed so far. We analyzed the data related to 150 patients harboring supratentorial brain gliomas with the aim to assess the efficacy of oxcarbazepine in preventing the occurrence or the recurrence of early postoperative seizures and its tolerability when it is rapidly titrated. Only four patients (2.7%) experienced seizures within the first week after surgery. Patients did not report disturbances during the titration phase. Regarding adverse events in the first week, six patients (4%) showed minor skin rash. Persistent symptomatic hyponatremia never occurred. Our data showed that oxcarbazepine can be a good alternative to traditional antiepileptic agents in the prevention of perioperative seizures being efficacy, ease of use (rapid titration in 3 days, not requiring close plasma concentration monitoring) and good tolerability (no major side effects during titration and during the first postoperative week) the key factors. Moreover, oxcarbazepine can be a valid choice when long-term therapy is required because of the low interaction with other drugs and the low hematological side effects.",PA,Unknown,,,,0.0,False,0,
euadr,head,bevacizumab,"Update on novel therapeutic agents for cervical cancer. Effective cytotoxic treatment options for advanced cervical cancer are exceedingly limited. Cisplatin-based combination chemotherapy, the most commonly used cytotoxic therapy, has produced response rates ranging from 20% to 30% and overall survival of less than 10 months. Because of the minimal degree of success with cytotoxic therapies and the poor prognosis of patients with this disease, interest has increased in targeted therapeutics for the treatment of cervical cancer. In recent years, significant improvements in our understanding of the altered molecular events in tumor cells have led to the discovery of new targets and agents for clinical testing. Two of these promising targets are epidermal growth factor receptor (EGFR) and the vascular endothelial growth factor (VEGF) signaling pathway, which play critical roles in tumor growth and angiogenesis. Two monoclonal antibodies, cetuximab, which targets EGFR, and bevacizumab, which target the VEGF signaling pathway, are being evaluated as monotherapy and in combination with other agents and/or radiotherapy for the treatment of cervical cancer. In addition, VEGF receptor tyrosine kinase inhibitors, such as sorafenib and pazopanib, are being studied in phase I/II clinical trials. In this review, we discuss potential molecular targets and novel therapeutic strategies that are being investigated for the treatment of cervical cancer.",PA,Unknown,MESH,D000068258,Bevacizumab,0.7623170480313337,True,1,
euadr,tail,EGFR,"Update on novel therapeutic agents for cervical cancer. Effective cytotoxic treatment options for advanced cervical cancer are exceedingly limited. Cisplatin-based combination chemotherapy, the most commonly used cytotoxic therapy, has produced response rates ranging from 20% to 30% and overall survival of less than 10 months. Because of the minimal degree of success with cytotoxic therapies and the poor prognosis of patients with this disease, interest has increased in targeted therapeutics for the treatment of cervical cancer. In recent years, significant improvements in our understanding of the altered molecular events in tumor cells have led to the discovery of new targets and agents for clinical testing. Two of these promising targets are epidermal growth factor receptor (EGFR) and the vascular endothelial growth factor (VEGF) signaling pathway, which play critical roles in tumor growth and angiogenesis. Two monoclonal antibodies, cetuximab, which targets EGFR, and bevacizumab, which target the VEGF signaling pathway, are being evaluated as monotherapy and in combination with other agents and/or radiotherapy for the treatment of cervical cancer. In addition, VEGF receptor tyrosine kinase inhibitors, such as sorafenib and pazopanib, are being studied in phase I/II clinical trials. In this review, we discuss potential molecular targets and novel therapeutic strategies that are being investigated for the treatment of cervical cancer.",PA,Unknown,HGNC,3236,EGFR,1.0,True,2,
euadr,head,statin,"Do statins decrease cardiovascular disease at the expense of increasing cancer? A recent report of an inverse relationship between achieved low-density lipoprotein (LDL) cholesterol levels and cancer incidence has refueled the debate on cholesterol lowering and cancer. This is timely, since aggressive cholesterol lowering with statins is the trend. There are data suggesting that cholesterol lowering increases cancer at the expense of decreasing cardiovascular disease in certain populations, such as the elderly and those treated with immunotherapy for cancer. Furthermore, there may be a relationship between statin dose and cancer. Future statin trials should accurately tract the incidence of new cancers over extended time periods. These issues deserve our attention.",SA,Unknown,CHEBI,CHEBI:87631,statin,0.7777777777777778,True,2,
euadr,tail,cancer,"Do statins decrease cardiovascular disease at the expense of increasing cancer? A recent report of an inverse relationship between achieved low-density lipoprotein (LDL) cholesterol levels and cancer incidence has refueled the debate on cholesterol lowering and cancer. This is timely, since aggressive cholesterol lowering with statins is the trend. There are data suggesting that cholesterol lowering increases cancer at the expense of decreasing cardiovascular disease in certain populations, such as the elderly and those treated with immunotherapy for cancer. Furthermore, there may be a relationship between statin dose and cancer. Future statin trials should accurately tract the incidence of new cancers over extended time periods. These issues deserve our attention.",SA,Unknown,MESH,D009369,Neoplasms,0.7777777777777778,True,1,
euadr,head,Posaconazole,"Posaconazole: an oral triazole with an extended spectrum of activity. OBJECTIVE: To summarize the published clinical data on posaconazole, critically review the New Drug Application data submitted to the Food and Drug Administration, and provide information critical for evaluation and formulary positioning. DATA SOURCES: Reported investigations were identified from MEDLINE (1966-June 30, 2008), bibliographies of manuscripts, www.clinicaltrials.gov, and www.fda.gov. STUDY SELECTION AND DATA EXTRACTION: English-language articles were selected. All available in vitro, animal, clinical, and human studies describing the pharmacology, pharmacokinetics, pharmacodynamics, efficacy, safety, and adverse events of posaconazole were reviewed. DATA SYNTHESIS: Posaconazole is an oral broad-spectrum triazole with activity against many yeasts and molds. Resistance to posaconazole has been reported, but has been rare to date. Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole. Similarly, the same regimen of posaconazole reduced invasive fungal infections (95% CI -9.7 to -2.5) and aspergillosis (CI not reported, p < 0.001) when compared with fluconazole and itraconazole in neutropenic patients. Posaconazole is noninferior to fluconazole for treatment of oropharyngeal candidiasis (95% CI -6.6 to 5.0), but necessity for this indication remains unclear, as many other treatment options exist. Smaller investigations have analyzed use of posaconazole for patients requiring salvage or alternative treatment for zygomycosis, fusariosis, cryptococcal meningitis, coccidioidomycosis, and histoplasmosis. Studies are needed to clarify efficacy for such expanded use, and therapeutic drug monitoring may improve outcomes. The most common adverse effects associated with the use of posaconazole include headache, fever, nausea, vomiting, and diarrhea. CONCLUSIONS: Posaconazole appears to be a valuable and promising addition to the antifungal armamentarium for prophylaxis and treatment of various fungal processes. At this time, posaconazole should probably be reserved for prophylaxis in patients at high risk for invasive fungal infection, as salvage therapy in refractory or resistant infections, or for patients with intolerance to other therapies.",PA,Unknown,CHEBI,CHEBI:64355,posaconazole,0.7623170480313337,True,1,
euadr,tail,aspergillosis,"Posaconazole: an oral triazole with an extended spectrum of activity. OBJECTIVE: To summarize the published clinical data on posaconazole, critically review the New Drug Application data submitted to the Food and Drug Administration, and provide information critical for evaluation and formulary positioning. DATA SOURCES: Reported investigations were identified from MEDLINE (1966-June 30, 2008), bibliographies of manuscripts, www.clinicaltrials.gov, and www.fda.gov. STUDY SELECTION AND DATA EXTRACTION: English-language articles were selected. All available in vitro, animal, clinical, and human studies describing the pharmacology, pharmacokinetics, pharmacodynamics, efficacy, safety, and adverse events of posaconazole were reviewed. DATA SYNTHESIS: Posaconazole is an oral broad-spectrum triazole with activity against many yeasts and molds. Resistance to posaconazole has been reported, but has been rare to date. Posaconazole, in doses of 200 mg 3 times daily, reduced breakthrough invasive fungal infections (OR 0.30; 95% CI 0.12 to 0.71) and aspergillosis incidence (OR 0.31; 95% CI 0.13 to 0.75) in patients receiving hematopoietic stem-cell transplants compared with those receiving fluconazole. Similarly, the same regimen of posaconazole reduced invasive fungal infections (95% CI -9.7 to -2.5) and aspergillosis (CI not reported, p < 0.001) when compared with fluconazole and itraconazole in neutropenic patients. Posaconazole is noninferior to fluconazole for treatment of oropharyngeal candidiasis (95% CI -6.6 to 5.0), but necessity for this indication remains unclear, as many other treatment options exist. Smaller investigations have analyzed use of posaconazole for patients requiring salvage or alternative treatment for zygomycosis, fusariosis, cryptococcal meningitis, coccidioidomycosis, and histoplasmosis. Studies are needed to clarify efficacy for such expanded use, and therapeutic drug monitoring may improve outcomes. The most common adverse effects associated with the use of posaconazole include headache, fever, nausea, vomiting, and diarrhea. CONCLUSIONS: Posaconazole appears to be a valuable and promising addition to the antifungal armamentarium for prophylaxis and treatment of various fungal processes. At this time, posaconazole should probably be reserved for prophylaxis in patients at high risk for invasive fungal infection, as salvage therapy in refractory or resistant infections, or for patients with intolerance to other therapies.",PA,Unknown,MESH,D001228,Aspergillosis,0.7777777777777778,True,1,
euadr,head,CBT-1,"Inhibition of P-glycoprotein (ABCB1)- and multidrug resistance-associated protein 1 (ABCC1)-mediated transport by the orally administered inhibitor, CBT-1((R)). Cellular expression of ATP-binding cassette (ABC) transport proteins, such as P-glycoprotein (Pgp), multidrug resistance-associated protein (MRP1), or ABCG2, is known to confer a drug-resistant phenotype. Thus, the development of effective transporter inhibitors could be of value to cancer treatment. CBT-1 is a bisbenzylisoquinoline plant alkyloid currently in development as a Pgp inhibitor. We characterized its interactions with the three major ABC transporters associated with drug resistance - Pgp, MRP1 and ABCG2 - and compared it to other known inhibitors. CBT-1 completely inhibited rhodamine 123 transport from Pgp-overexpressing cells at a concentration of 1muM. Additionally, 1 microM completely reversed Pgp-mediated resistance to vinblastine, paclitaxel and depsipeptide in SW620 Ad20 cells. CBT-1 was found to compete [(125)I]-IAAP labeling of Pgp with an IC(50) of 0.14 microM, and low concentrations of CBT-1 (<1 microM) stimulated Pgp-mediated ATP hydrolysis. In MRP1-overexpressing cells, 10 microM CBT-1 was found to completely inhibit MRP1-mediated calcein transport. CBT-1 at 25 microM did not have a significant effect on ABCG2-mediated pheophorbide a transport. Serum levels of CBT-1 in samples obtained from eight patients receiving CBT-1 increased intracellular rhodamine 123 levels in CD56+ cells 2.1- to 5.7-fold in an ex vivo assay. CBT-1 is able to inhibit the ABC transporters Pgp and MRP1, making it an attractive candidate for clinical trials in cancers where Pgp and/or MRP1 might be overexpressed. Further clinical studies with CBT-1 are warranted.",PA,Unknown,,,,0.0,False,0,
euadr,tail,rhodamine 123,"Inhibition of P-glycoprotein (ABCB1)- and multidrug resistance-associated protein 1 (ABCC1)-mediated transport by the orally administered inhibitor, CBT-1((R)). Cellular expression of ATP-binding cassette (ABC) transport proteins, such as P-glycoprotein (Pgp), multidrug resistance-associated protein (MRP1), or ABCG2, is known to confer a drug-resistant phenotype. Thus, the development of effective transporter inhibitors could be of value to cancer treatment. CBT-1 is a bisbenzylisoquinoline plant alkyloid currently in development as a Pgp inhibitor. We characterized its interactions with the three major ABC transporters associated with drug resistance - Pgp, MRP1 and ABCG2 - and compared it to other known inhibitors. CBT-1 completely inhibited rhodamine 123 transport from Pgp-overexpressing cells at a concentration of 1muM. Additionally, 1 microM completely reversed Pgp-mediated resistance to vinblastine, paclitaxel and depsipeptide in SW620 Ad20 cells. CBT-1 was found to compete [(125)I]-IAAP labeling of Pgp with an IC(50) of 0.14 microM, and low concentrations of CBT-1 (<1 microM) stimulated Pgp-mediated ATP hydrolysis. In MRP1-overexpressing cells, 10 microM CBT-1 was found to completely inhibit MRP1-mediated calcein transport. CBT-1 at 25 microM did not have a significant effect on ABCG2-mediated pheophorbide a transport. Serum levels of CBT-1 in samples obtained from eight patients receiving CBT-1 increased intracellular rhodamine 123 levels in CD56+ cells 2.1- to 5.7-fold in an ex vivo assay. CBT-1 is able to inhibit the ABC transporters Pgp and MRP1, making it an attractive candidate for clinical trials in cancers where Pgp and/or MRP1 might be overexpressed. Further clinical studies with CBT-1 are warranted.",PA,Unknown,CHEBI,CHEBI:8828,rhodamine 123,0.7777777777777778,True,1,
euadr,head,testosterone,"Hypogonadism in Wegener's granulomatosis. OBJECTIVE: Current developments in the management of Wegener's granulomatosis (WG) focus on adoption of therapeutic strategies to avoid complications of both the disease and its therapy. Systematic analyses with respect to the reproductive system in WG are missing. METHODS: Data of a cross-sectional study of sexual hormones in 19 male WG patients were analysed. Disease extension was classified according to the ears, nose, and throat (E), lungs (L), and kidneys (K) classification (ELK classification) and to the disease extent index (DEI). Laboratory investigation included measurement of gonadotrophins, oestradiol, and total serum testosterone. Hypogonadism was defined by an increase in follicle-stimulating hormone (FSH) beyond twice the upper reference range in the presence of low serum testosterone. Thirty-eight age-matched men served as controls. RESULTS: Hypogonadism was found in 52.6% of the patients but was not detectable in any of the controls (p<0.0001). No significant correlation to any clinical factor of systemic vasculitis, current or past medication was detected. In particular, testosterone or FSH levels were not correlated with current or cumulative use of cyclophosphamide or corticosteroids (p = 0.417, p = 0.293; p = 0.893, p = 0.317). CONCLUSION: Data of our study revealed an unexpected high rate of hypogonadism irrespective of cyclophosphamide use, and subclinical involvement of the testes by the vasculitis itself might be an alternative explanation. Screening during the course of the disease is reasonable as hypogonadism might severely affect patients' quality of life. Further prospective studies with respect to gender-specific changes in the reproductive system are warranted.",PA,Unknown,CHEBI,CHEBI:17347,testosterone,0.7777777777777778,True,1,
euadr,tail,Hypogonadism,"Hypogonadism in Wegener's granulomatosis. OBJECTIVE: Current developments in the management of Wegener's granulomatosis (WG) focus on adoption of therapeutic strategies to avoid complications of both the disease and its therapy. Systematic analyses with respect to the reproductive system in WG are missing. METHODS: Data of a cross-sectional study of sexual hormones in 19 male WG patients were analysed. Disease extension was classified according to the ears, nose, and throat (E), lungs (L), and kidneys (K) classification (ELK classification) and to the disease extent index (DEI). Laboratory investigation included measurement of gonadotrophins, oestradiol, and total serum testosterone. Hypogonadism was defined by an increase in follicle-stimulating hormone (FSH) beyond twice the upper reference range in the presence of low serum testosterone. Thirty-eight age-matched men served as controls. RESULTS: Hypogonadism was found in 52.6% of the patients but was not detectable in any of the controls (p<0.0001). No significant correlation to any clinical factor of systemic vasculitis, current or past medication was detected. In particular, testosterone or FSH levels were not correlated with current or cumulative use of cyclophosphamide or corticosteroids (p = 0.417, p = 0.293; p = 0.893, p = 0.317). CONCLUSION: Data of our study revealed an unexpected high rate of hypogonadism irrespective of cyclophosphamide use, and subclinical involvement of the testes by the vasculitis itself might be an alternative explanation. Screening during the course of the disease is reasonable as hypogonadism might severely affect patients' quality of life. Further prospective studies with respect to gender-specific changes in the reproductive system are warranted.",PA,Unknown,MESH,D007006,Hypogonadism,0.7777777777777778,True,1,
euadr,head,CRF(1),"From Hans Selye's discovery of biological stress to the identification of corticotropin-releasing factor signaling pathways: implication in stress-related functional bowel diseases. Selye pioneered the concept of biological stress in 1936, culminating in the identification of the corticotropin-releasing factor (CRF) signaling pathways by Vale's group in the last two decades. The characterization of the 41 amino-acid CRF and other peptide members of the mammalian CRF family, urocortin 1, urocortin 2, and urocortin 3, and the cloning of CRF(1) and CRF(2) receptors, which display distinct affinity for CRF ligands, combined with the development of selective CRF receptor antagonists enable us to unravel the importance of CRF(1) receptor in the stress-related endocrine (activation of pituitary-adrenal axis), behavioral (anxiety/depression, altered feeding), autonomic (activation of sympathetic nervous system), and immune responses. The activation of CRF(1) receptors is also one of the key mechanisms through which various stressors impact the gut to stimulate colonic propulsive motor function and to induce hypersensitivity to colorectal distension as shown by the efficacy of the CRF(1) receptor antagonists in blunting these stress-related components. The importance of CRF(1) signaling pathway in the visceral response to stress in experimental animals provided new therapeutic approaches for treatment of functional bowel disorder such as irritable bowel syndrome, a multifactor functional disorder characterized by altered bowel habits and visceral pain, for which stress has been implicated in the pathophysiology and is associated with anxiety-depression in a subset of patients.",PA,Unknown,,,,0.0,False,0,
euadr,tail,visceral pain,"From Hans Selye's discovery of biological stress to the identification of corticotropin-releasing factor signaling pathways: implication in stress-related functional bowel diseases. Selye pioneered the concept of biological stress in 1936, culminating in the identification of the corticotropin-releasing factor (CRF) signaling pathways by Vale's group in the last two decades. The characterization of the 41 amino-acid CRF and other peptide members of the mammalian CRF family, urocortin 1, urocortin 2, and urocortin 3, and the cloning of CRF(1) and CRF(2) receptors, which display distinct affinity for CRF ligands, combined with the development of selective CRF receptor antagonists enable us to unravel the importance of CRF(1) receptor in the stress-related endocrine (activation of pituitary-adrenal axis), behavioral (anxiety/depression, altered feeding), autonomic (activation of sympathetic nervous system), and immune responses. The activation of CRF(1) receptors is also one of the key mechanisms through which various stressors impact the gut to stimulate colonic propulsive motor function and to induce hypersensitivity to colorectal distension as shown by the efficacy of the CRF(1) receptor antagonists in blunting these stress-related components. The importance of CRF(1) signaling pathway in the visceral response to stress in experimental animals provided new therapeutic approaches for treatment of functional bowel disorder such as irritable bowel syndrome, a multifactor functional disorder characterized by altered bowel habits and visceral pain, for which stress has been implicated in the pathophysiology and is associated with anxiety-depression in a subset of patients.",PA,Unknown,MESH,D059265,Visceral Pain,0.7623170480313337,True,1,
euadr,head,ARG194TRP,"RAD52 polymorphisms contribute to the development of papillary thyroid cancer susceptibility in Middle Eastern population. Genetic polymorphisms of DNA repair genes seem to determine the DNA repair capacity. We hypothesized that polymorphisms of genes responsible for DNA repair may be associated with risk of thyroid cancer. To evaluate the role of genetic polymorphisms of DNA repair genes in thyroid cancer, we conducted a hospital-based case-control study in Saudi population. Two hundred and twenty-three incident papillary thyroid cancer cases and 229 controls recruited from Saudi Arabian population were analyzed for 21 loci in 8 selected DNA repair genes by PCR-restriction fragment length polymorphism including non-homologous end joining pathway genes LIGIV (LIGlV ASP62HIS, PRO231SER, TRP46TER), XRCC4 Splice 33243301G>A and XRCC7 ILE3434THR; homologous recombination pathway genes XRCC3 ARG94HIS and THR241MET, RAD51 UTR 15452658T>C, 15455419A>G, RAD52 2259 and GLN221GLU, conserved DNA damage response gene Tp53 PRO47SER, PRO72ARG, Tp53 UTR 7178189A>C and base excision repair gene XRCC1 ARG194TRP, ARG280HIS, ARG399GLN, ARG559GLN. RAD52 GLN221GLU genotypes CG and variants carrying G allele showed statistical significance and very high risk of developing thyroid cancer compared to wild type [CG vs CC; p<0.001, odds ratio (OR)=15.57, 95% confidence interval (CI)=6.56-36.98, CG+GG vs CC; p<0.001, OR=17.58, 95% CI=7.44-41.58]. Similarly, RAD52 2259 genotypes CT and variant allele T showed a significant difference in terms of risk estimation (CT vs CC; p<0.05, OR=1.53, 95% CI=1.03-2.28, CT+TT vs CC; p<0.001, OR=1.922, 95% CI=1.31-2.82). Remaining loci demonstrated no significance with risk. Of the 21 loci screened, RAD52 2259 and RAD52 GLN221GLU may be of importance to disease process and may be associated with papillary thyroid cancer risk in Saudi Arabian population.",SA,Unknown,,,,0.0,False,0,
euadr,tail,papillary thyroid cancer,"RAD52 polymorphisms contribute to the development of papillary thyroid cancer susceptibility in Middle Eastern population. Genetic polymorphisms of DNA repair genes seem to determine the DNA repair capacity. We hypothesized that polymorphisms of genes responsible for DNA repair may be associated with risk of thyroid cancer. To evaluate the role of genetic polymorphisms of DNA repair genes in thyroid cancer, we conducted a hospital-based case-control study in Saudi population. Two hundred and twenty-three incident papillary thyroid cancer cases and 229 controls recruited from Saudi Arabian population were analyzed for 21 loci in 8 selected DNA repair genes by PCR-restriction fragment length polymorphism including non-homologous end joining pathway genes LIGIV (LIGlV ASP62HIS, PRO231SER, TRP46TER), XRCC4 Splice 33243301G>A and XRCC7 ILE3434THR; homologous recombination pathway genes XRCC3 ARG94HIS and THR241MET, RAD51 UTR 15452658T>C, 15455419A>G, RAD52 2259 and GLN221GLU, conserved DNA damage response gene Tp53 PRO47SER, PRO72ARG, Tp53 UTR 7178189A>C and base excision repair gene XRCC1 ARG194TRP, ARG280HIS, ARG399GLN, ARG559GLN. RAD52 GLN221GLU genotypes CG and variants carrying G allele showed statistical significance and very high risk of developing thyroid cancer compared to wild type [CG vs CC; p<0.001, odds ratio (OR)=15.57, 95% confidence interval (CI)=6.56-36.98, CG+GG vs CC; p<0.001, OR=17.58, 95% CI=7.44-41.58]. Similarly, RAD52 2259 genotypes CT and variant allele T showed a significant difference in terms of risk estimation (CT vs CC; p<0.05, OR=1.53, 95% CI=1.03-2.28, CT+TT vs CC; p<0.001, OR=1.922, 95% CI=1.31-2.82). Remaining loci demonstrated no significance with risk. Of the 21 loci screened, RAD52 2259 and RAD52 GLN221GLU may be of importance to disease process and may be associated with papillary thyroid cancer risk in Saudi Arabian population.",SA,Unknown,DOID,DOID:3969,thyroid gland papillary carcinoma,0.5555555555555556,True,2,
euadr,head,CYP1A1,"Common genetic variations of the cytochrome P450 1A1 gene and risk of hepatocellular carcinoma in a Chinese population. Cytochrome P450 1A1 is a major enzyme in the bioactivation of exogenous procarcinogens of hepatocellular carcinoma (HCC). However, the contribution of common genetic variants in CYP1A1 to the HCC risk in Chinese populations has not been thoroughly investigated. In this study, we examined the association between HCC and four selected tagging single nucleotide polymorphisms (SNPs) of CYP1A1, and the risk of CYP1A1 haplotypes/diplotypes in 1006 pathologically confirmed HCC patients and 1015 cancer-free controls, from a Han Chinese population. Haplotypes/diplotypes were constructed from observed genotypes using the Haplo.Stats program. Relative risk was estimated by using multivariable logistic regression method. To summarise, we detected an increased HCC risk in rs4646421 variant carriers (OR 1.30, 95% CI 1.05-1.61) and rs2198843 variant carriers (OR 1.33, 95% CI 1.05-1.69), and a reduced risk of HCC (OR 0.70. 95% CI 0.52-0.94) associated with homozygote carriers of rs4886605 variant. These association signals were also observed in non-smokers with rs4646421 (OR 1.56, 95% CI 1.16-2.08) and rs4886605 (OR 0.61, 95% CI 0.40-0.91). Compared to the most common CYP1A1 haplotype CCAG, the haplotype TTGC conferred an increased risk of HCC (OR 1.26, 95% CI 1.04-1.52). Similarly, the TTGC/TTGC diplotype conferred an increased risk of HCC compared with diplotype CCAG/CCAG (OR 2.06, 95% CI 1.23-3.45, P=0.006). Interestingly, the diplotype TTAC/CCAG also conferred an increased risk of HCC (OR 1.76, 95% CI 1.22-2.54, P=0.003). Our results suggested that common genetic variants in CYP1A1 may modulate the risk of developing HCC in the study population, particularly in non-smokers. However, our findings need to be validated in at least one independent study of Han Chinese population.",SA,Unknown,HGNC,2595,CYP1A1,0.7777777777777778,True,1,
euadr,tail,HCC,"Common genetic variations of the cytochrome P450 1A1 gene and risk of hepatocellular carcinoma in a Chinese population. Cytochrome P450 1A1 is a major enzyme in the bioactivation of exogenous procarcinogens of hepatocellular carcinoma (HCC). However, the contribution of common genetic variants in CYP1A1 to the HCC risk in Chinese populations has not been thoroughly investigated. In this study, we examined the association between HCC and four selected tagging single nucleotide polymorphisms (SNPs) of CYP1A1, and the risk of CYP1A1 haplotypes/diplotypes in 1006 pathologically confirmed HCC patients and 1015 cancer-free controls, from a Han Chinese population. Haplotypes/diplotypes were constructed from observed genotypes using the Haplo.Stats program. Relative risk was estimated by using multivariable logistic regression method. To summarise, we detected an increased HCC risk in rs4646421 variant carriers (OR 1.30, 95% CI 1.05-1.61) and rs2198843 variant carriers (OR 1.33, 95% CI 1.05-1.69), and a reduced risk of HCC (OR 0.70. 95% CI 0.52-0.94) associated with homozygote carriers of rs4886605 variant. These association signals were also observed in non-smokers with rs4646421 (OR 1.56, 95% CI 1.16-2.08) and rs4886605 (OR 0.61, 95% CI 0.40-0.91). Compared to the most common CYP1A1 haplotype CCAG, the haplotype TTGC conferred an increased risk of HCC (OR 1.26, 95% CI 1.04-1.52). Similarly, the TTGC/TTGC diplotype conferred an increased risk of HCC compared with diplotype CCAG/CCAG (OR 2.06, 95% CI 1.23-3.45, P=0.006). Interestingly, the diplotype TTAC/CCAG also conferred an increased risk of HCC (OR 1.76, 95% CI 1.22-2.54, P=0.003). Our results suggested that common genetic variants in CYP1A1 may modulate the risk of developing HCC in the study population, particularly in non-smokers. However, our findings need to be validated in at least one independent study of Han Chinese population.",SA,Unknown,HGNC,24587,HYCC1,0.5555555555555556,True,2,
euadr,head,S1P,"The role of sphingosine-1-phosphate and ceramide-1-phosphate in calcium homeostasis. During the last several years, sphingolipids have been identified as a source of important signaling molecules. Particularly, the understanding of the distinct biological roles of ceramide, sphingosine-1-phosphate (S1P), ceramide-1-phosphate (C1P) and lyso-sphingomyelin in the regulation of cell growth, death, senescence, adhesion, migration, inflammation, angiogenesis and intracellular trafficking has rapidly expanded. Additional studies have elucidated the biological roles of sphingolipids in maintaining a homeostatic environment in cells, as well as in regulating numerous cellular responses to environmental stimuli. This review focuses on the role of S1P and C1P in maintaining Ca2+ homeostasis. By studying changes in the metabolism of S1P and C1P in pathological conditions, it is hoped that altered sphingolipid-metabolizing enzymes and their metabolites can be used as therapeutic targets.",PA,Unknown,HGNC,15456,MBTPS1,0.5555555555555556,True,2,
euadr,tail,inflammation,"The role of sphingosine-1-phosphate and ceramide-1-phosphate in calcium homeostasis. During the last several years, sphingolipids have been identified as a source of important signaling molecules. Particularly, the understanding of the distinct biological roles of ceramide, sphingosine-1-phosphate (S1P), ceramide-1-phosphate (C1P) and lyso-sphingomyelin in the regulation of cell growth, death, senescence, adhesion, migration, inflammation, angiogenesis and intracellular trafficking has rapidly expanded. Additional studies have elucidated the biological roles of sphingolipids in maintaining a homeostatic environment in cells, as well as in regulating numerous cellular responses to environmental stimuli. This review focuses on the role of S1P and C1P in maintaining Ca2+ homeostasis. By studying changes in the metabolism of S1P and C1P in pathological conditions, it is hoped that altered sphingolipid-metabolizing enzymes and their metabolites can be used as therapeutic targets.",PA,Unknown,GO,GO:0006954,inflammatory response,1.0,True,1,
euadr,head,GG,"Genetic polymorphisms in alcohol metabolism, alcohol intake and the risk of stomach cancer in Warsaw, Poland. Genetic variations increasing blood levels of acetaldehyde, the first metabolite of alcohol, refrain their carriers from drinking alcohol but may also put them at increased risk of cancer because of the mutagenic and carcinogenic effect of acetaldehyde. In a population-based study of 305 cases and 428 controls in Warsaw, Poland, we evaluated the effect of polymorphisms in alcohol metabolizing genes, including ADH1B (Ex9+5C>T, Ex3+23A>G, Ex3+58A>T and Ex9+77A>G), ADH1C (Ex8-56A>G and Ex6-14G>A) and ALDH2 (Ex1+82A>G), on levels of alcohol drinking and susceptibility of stomach cancer. We found that among control subjects frequency of alcohol drinking varied by alcohol metabolizing genotype. In particular, the weekly consumption of individuals carrying the AA, GA and GG genotypes of ALDH2 Ex1+82A>G polymorphism were 3.75, 2.26 and 1.53 drinks, respectively (p=0.04). However, none of the assessed polymorphisms in these 3 genes had a measurable effect on stomach cancer risk. When stratified by ALDH2 Ex1+82A>G polymorphism, alcohol-related increases in stomach cancer risk were restricted to individuals with the AG/GG genotypes, with a more than 2-fold risk among daily drinkers (OR=2.63, 95% CI=1.00-6.88) and 3-fold risk (OR=3.66, 95% CI=1.19-11.24) among those with 40 or more drink-years. In summary, our results suggested that the ALDH2 Ex1+82 G allele may be functionally deficient in eliminating acetaldehyde and discourage alcohol drinking. Furthermore, heavy drinkers of alcohol who were genetically prone to accumulate acetaldehyde may face an increased risk of stomach cancer.CI - Copyright (c) 2007 Wiley-Liss, Inc.",PA,Unknown,,,,0.0,False,0,
